_url,name,birth_year,weight,height,nationality
jose-luis-de-santos-arribas,Jose Luis  De Santos,1968,70.0,176,Spain
tobias-steinhauser,Tobias  Steinhauser,1972,72.0,188,Germany
joaquim-galera,Joaquín  Galera,1940,60.0,170,Spain
ruben-apers,Ruben  Apers,1998,70.0,179,Belgium
yuriy-krivtsov,Yuriy  Krivtsov,1979,72.0,178,Ukraine
peter-luttenberger,Peter  Luttenberger,1972,60.0,173,Austria
juan-martin-zapatero-marcos,Juan Martín  Zapatero,1964,60.0,173,Spain
stanislaw-aniolkowski,Stanisław  Aniołkowski,1997,68.0,181,Poland
rolf-haller,Rolf  Haller,1957,82.0,175,Germany
carlos-muniz,Carlos  Muñiz,1964,77.0,187,Spain
marco-tizza,Marco  Tizza,1992,58.0,173,Italy
sam-bewley,Sam  Bewley,1987,81.0,191,New Zealand
pier-andre-cote,Pier-André  Côté,1997,71.0,181,Canada
angel-de-las-heras,Ángel  de las Heras,1957,66.0,180,Spain
andre-massard,André  Massard,1957,62.0,181,Switzerland
fabien-patanchon,Fabien  Patanchon,1983,69.0,179,France
devis-miorin,Devis  Miorin,1976,59.0,168,Italy
enrique-alberto-aja,Enrique Alberto  Aja,1960,74.0,182,Spain
adelino-teixeira,Adelino  Teixeira,1954,81.0,182,Portugal
thierry-bourguignon,Thierry  Bourguignon,1962,72.0,185,France
giovanni-battaglin,Giovanni  Battaglin,1951,71.0,181,Italy
mark-mcnally,Mark  McNally,1989,72.0,186,Great Britain
victor-koretzky,Victor  Koretzky,1994,69.0,180,France
franco-mori,Franco  Mori,1944,66.0,176,Italy
alain-cigana,Alain  Cigana,1950,59.0,171,France
matus-stocek,Matúš  Štoček,1999,80.0,190,Slovakia
oliverio-rincon-quintana,Oliverio  Rincón,1968,65.0,173,Colombia
frank-pineau,Frank  Pineau,1963,63.0,172,France
thibault-ferasse,Thibault  Ferasse,1994,61.0,168,France
jean-marie-vernie,Jean-marie  Vernie,1960,62.0,178,Belgium
ben-tulett,Ben  Tulett,2001,56.0,169,Great Britain
johann-lienhart,Johann  Lienhart,1960,66.0,173,Austria
theo-mertens,Theo  Mertens,1941,64.0,188,Belgium
gerald-oberson,Gerald  Oberson,1954,65.0,181,Switzerland
martin-pedersen,Martin  Pedersen,1983,62.0,170,Denmark
innar-mandoja,Innar  Mändoja,1978,69.0,175,Estonia
matteo-spreafico,Matteo  Spreafico,1993,69.0,184,Italy
fernando-torres,Fernando  Torres,1978,78.0,185,Spain
cesare-cipollini,Cesare  Cipollini,1958,73.0,188,Italy
warren-barguil,Warren  Barguil,1991,61.0,183,France
john-dekeukelaere,John  Dekeukelaere,1962,75.0,184,Belgium
unai-cuadrado,Unai  Cuadrado,1997,62.0,171,Spain
gines-garcia-pallares,Ginés  García,1959,60.0,180,Spain
valere-thiebaud,Valère  Thiébaud,1999,70.0,184,Switzerland
andrei-kunitski,Andrei  Kunitski,1984,72.0,176,Belarus
jose-manuel-uria,José Manuel  Uría,1969,68.0,180,Spain
renzo-ragnetti,Renzo  Ragnetti,1973,68.0,185,Italy
brecht-dhaene,Brecht  Dhaene,1988,73.0,192,Belgium
timon-seubert,Timon  Seubert,1987,73.0,183,Germany
ricardo-vilela,Ricardo  Vilela,1987,59.0,170,Portugal
peter-stevenhaagen,Peter  Stevenhaagen,1965,65.0,180,Netherlands
marc-sergeant,Marc  Sergeant,1959,76.0,187,Belgium
marc-vercammen,Marc  Vercammen,1960,81.0,194,Belgium
pol-verschuere,Pol  Verschuere,1955,72.0,185,Belgium
alexey-tsatevich,Alexey  Tsatevich,1989,64.0,169,Russia
louis-bendixen,Louis  Bendixen,1995,79.5,190,Denmark
luis-edgar-espinosa-sepulveda,Luis Edgar  Espinosa,1967,63.0,170,Colombia
thomas-frei,Thomas  Frei,1985,71.0,178,Switzerland
felix-odebrecht,Felix  Odebrecht,1984,55.0,164,Germany
aidis-kruopis,Aidis  Kruopis,1986,80.0,184,Lithuania
danny-janssens,Danny  Janssens,1963,77.0,186,Belgium
guillermo-de-la-pena,Guillermo  De La Peña,1959,78.0,187,Spain
jan-aling,Jan  Aling,1949,69.0,176,Netherlands
matthias-brandle,Matthias  Brändle,1989,80.0,190,Austria
atle-kvalsvoll,Atle  Kvålsvoll,1962,67.0,179,Norway
manuel-cardenas,Manuel  Cárdenas,1961,83.0,194,Colombia
jan-willem-van-schip,Jan-Willem van Schip,1994,84.0,194,Netherlands
gianni-di-lorenzo,Gianni Di Lorenzo,1948,72.0,186,Italy
timothy-duggan,Timothy  Duggan,1982,60.0,173,United States
paul-willerton,Paul  Willerton,1969,80.0,192,United States
yann-tournier,Yann  Tournier,1978,68.0,175,France
dawid-krupa,Dawid  Krupa,1980,74.0,181,Poland
david-canada,David  Cañada,1975,65.0,176,Spain
kenny-molly,Kenny  Molly,1996,61.0,171,Belgium
max-walker,Max  Walker,2001,59.0,173,Great Britain
jonathan-tiernan-locke,Jonathan  Tiernan-Locke,1984,83.0,177,Great Britain
adam-phelan,Adam  Phelan,1991,73.0,182,Australia
martijn-tusveld,Martijn  Tusveld,1993,70.0,188,Netherlands
cyril-lemoine,Cyril  Lemoine,1983,73.0,182,France
william-dazzani,William  Dazzani,1966,75.0,183,Italy
orluis-aular,Orluis  Aular,1996,65.0,176,Venezuela
benat-intxausti,Beñat  Intxausti,1986,61.0,175,Spain
ricardo-zuniga,Ricardo  Zúñiga,1957,70.0,183,Spain
jean-claude-fabbri,Jean-Claude  Fabbri,1952,53.0,165,Italy
javier-perez-pereira,Javier  Pérez,1977,76.0,185,Spain
chris-peers,Chris  Peers,1970,73.0,184,Belgium
sergei-ivanov,Sergei  Ivanov,1975,73.0,180,Russia
massimo-codol,Massimo  Codol,1973,67.0,178,Italy
florian-lipowitz,Florian  Lipowitz,2000,68.0,181,Germany
giuseppe-palumbo,Giuseppe  Palumbo,1975,61.0,173,Italy
jose-angel-sarrapio,José Angel  Sarrapio,1959,65.0,174,Spain
hidenori-nodera,Hidenori  Nodera,1975,60.0,165,Japan
kevin-ledanois,Kévin  Ledanois,1993,67.0,181,France
stijn-vandenbergh,Stijn  Vandenbergh,1984,86.0,188,Belgium
tim-kerkhof,Tim  Kerkhof,1993,76.0,190,Netherlands
matteo-priamo,Matteo  Priamo,1982,72.0,182,Italy
marco-della-vedova,Marco Della Vedova,1972,69.0,183,Italy
juan-cesar-aguirre,Julio César  Aguirre,1969,77.0,185,Colombia
sylvain-georges,Sylvain  Georges,1984,69.0,181,France
gino-ligneel,Gino  Ligneel,1957,72.0,184,Belgium
leon-boelhouwers,Léon  Boelhouwers,1965,74.0,181,Netherlands
thomas-davy,Thomas  Davy,1968,73.0,184,France
jairo-de-jesus-hernandez-montoya,Jairo de Jesús  Hernández,1972,70.0,185,Colombia
valentino-fois,Valentino  Fois,1973,71.0,179,Italy
juergen-werner,Jürgen  Werner,1970,62.0,175,Germany
christian-werner,Christian  Werner,1979,68.0,181,Germany
jean-cyril-robin,Jean-Cyril  Robin,1969,63.0,180,France
roberto-gaggioli,Roberto  Gaggioli,1962,79.0,180,Italy
francisco-cerezo,Francisco Javier  Cerezo,1971,55.0,172,Spain
karl-kalin,Karl  Kälin,1965,59.0,170,Switzerland
jesse-sergent,Jesse  Sergent,1988,76.0,189,New Zealand
julio-cesar,Julio César  Ortegón,1968,63.0,174,Colombia
rui-lavarinhas,Rui  Lavarinhas,1971,70.0,171,Portugal
noe-gianetti,Noe  Gianetti,1989,71.0,179,Switzerland
jarrad-drizners,Jarrad  Drizners,1999,70.0,186,Australia
christian-pfannberger,Christian  Pfannberger,1979,63.0,177,Austria
domingos-goncalves,Domingos  Gonçalves,1989,70.0,184,Portugal
filip-maciejuk,Filip  Maciejuk,1999,78.0,190,Poland
claudio-rio,Claudio  Rio,1964,67.0,178,Italy
michel-le-denmat,Michel Le Denmat,1950,67.0,176,France
norman-alvis,Norman  Alvis,1963,80.0,190,United States
dirk-ongenae,Dirk  Ongenae,1953,61.0,170,Belgium
ramon-troncoso-sobrino,José Ramón  Troncoso,1981,73.0,188,Spain
richard-virenque,Richard  Virenque,1969,65.0,179,France
enrique-alonso,Enrique  Alonso,1965,66.0,177,Spain
claudio-savini,Claudio  Savini,1956,72.0,179,Italy
bruno-manuel-silva-pires,Bruno  Pires,1981,63.0,174,Portugal
fabio-jakobsen,Fabio  Jakobsen,1996,78.0,181,Netherlands
lasse-bochmann,Lasse  Bøchmann,1983,69.0,173,Denmark
domenico-romano,Domenico  Romano,1975,73.0,180,Italy
joab-schneiter,Joab  Schneiter,1998,58.0,169,Switzerland
andrei-toporizchev,Andrei  Toporizchev,1962,73.0,176,Russia
alex-aranburu,Alex  Aranburu,1995,63.0,178,Spain
jose-maria-yurrebaso,José Maria  Yurrebaso,1955,60.0,170,Spain
aad-van-den-hoek,Aad van den Hoek,1951,77.0,186,Netherlands
julio-alberto-perez-cuapio,Julio Alberto  Perez Cuapio,1977,58.0,171,Mexico
john-bogers,John  Bogers,1964,69.0,179,Netherlands
robin-carpenter,Robin  Carpenter,1992,61.0,178,United States
radoslav-rogina,Radoslav  Rogina,1979,70.0,186,Croatia
ivan-santos,Iván  Santos,1982,65.0,180,Spain
richard-chassot,Richard  Chassot,1970,72.0,183,Switzerland
oleksandr-polivoda,Oleksandr  Polivoda,1987,69.0,179,Ukraine
juan-felipe-osorio,Juan Felipe  Osorio,1995,65.0,180,Colombia
henri-dorgelo,Henri  Dorgelo,1964,59.0,179,Netherlands
pierre-henri-lecuisinier,Pierre-Henri  Lecuisinier,1993,65.0,176,France
roland-meier,Roland  Meier,1967,60.0,176,Switzerland
luciano-rabottini,Luciano  Rabottini,1958,63.0,173,Italy
vincent-van-der-kooij,Vincent van der Kooij,1979,71.0,183,Netherlands
artem-nych,Artem  Nych,1995,74.0,195,Russia
jean-michel-thilloy,Jean-Michel  Thilloy,1966,66.0,175,France
gorka-gerrikagoitia,Gorka  Gerrikagoitia,1973,63.0,173,Spain
matteo-moschetti,Matteo  Moschetti,1996,73.0,180,Italy
jose-maria-garcia,José María  García,1998,60.0,171,Spain
christian-chaubet,Christian  Chaubet,1961,74.0,184,France
nils-politt,Nils  Politt,1994,80.0,192,Germany
tim-de-troyer,Tim De Troyer,1990,72.0,178,Belgium
antonio-varriale,Antonio  Varriale,1974,58.0,173,Italy
andrei-teteriouk,Andrei  Teteriouk,1967,72.0,183,Kazakhstan
angel-vallejo-dominguez,Ángel  Vallejo,1981,69.0,174,Spain
franco-ballerini,Franco  Ballerini,1964,78.0,185,Italy
julio-cesar-cadena,Julio César  Cadena,1963,73.0,190,Colombia
jurgen-tschan,Jurgen  Tschan,1947,68.0,177,Germany
peter-williams-1,Peter  Williams,1986,74.0,185,Great Britain
jordan-cheyne,Jordan  Cheyne,1991,62.0,178,Canada
zdislaw-krudysz,Zdislaw  Krudysz,1961,55.0,172,Poland
maurizio-bellet,Maurizio  Bellet,1952,74.0,173,Italy
paul-jesson,Paul  Jesson,1955,68.0,178,New Zealand
jason-phillips,Jason  Phillips,1969,65.0,178,Australia
patrick-van-roosbroeck,Patrick Van Roosbroeck,1969,62.0,175,Belgium
kyle-murphy,Kyle  Murphy,1991,67.0,185,United States
sergiy-adyeyev,Sergiy  Adyeyev,1976,72.0,183,Ukraine
pierre-dewailly,Pierre  Dewailly,1967,83.0,195,Belgium
vladimir-malakov,Vladimir  Malakov,1958,70.0,186,Russia
karol-rychlik,Karol  Rychlik,1970,71.0,178,Poland
marcin-lewandowski,Marcin  Lewandowski,1977,70.0,178,Poland
daniel-plummer,Daniel  Plummer,1957,72.0,187,Belgium
toms-skujins,Toms  Skujiņš,1991,70.0,181,Latvia
greg-moens,Greg  Moens,1966,70.0,180,Belgium
jose-angel-gomez,José Ángel  Gomez,1965,64.0,177,Spain
joaquin-novoa-mendez,Joaquín  Novoa,1983,69.0,173,Spain
moreno-di-biase,Moreno Di Biase,1975,78.0,190,Italy
robert-kiserlovski,Robert  Kišerlovski,1986,72.0,180,Croatia
agustin-sagasti,Agustin  Sagasti,1970,82.0,187,Spain
julien-laidoun,Julien  Laidoun,1980,60.0,177,France
aime-delaere,Aimé  Delaere,1946,62.0,176,Belgium
denis-smyslov,Denis  Smyslov,1979,75.0,187,Russia
jean-louis-danguillaume,Jean-Louis  Danguillaume,1949,65.0,177,France
remi-cavagna,Rémi  Cavagna,1995,78.0,186,France
rene-weissinger,René  Weissinger,1978,74.0,184,Germany
alessio-antonini,Alessio  Antonini,1949,70.0,177,Italy
jean-francois-chaurin,Jean-François  Chaurin,1961,69.0,183,France
txomin-juaristi,Txomin  Juaristi,1995,67.5,182,Spain
valentino-china,Valentino  China,1977,65.0,177,Italy
mikel-iturria,Mikel  Iturria,1992,69.0,185,Spain
umberto-marengo,Umberto  Marengo,1992,69.0,179,Italy
manuel-martin-conde,Manuel  Martin-conde,1953,77.0,192,Spain
anthony-turgis,Anthony  Turgis,1994,70.0,178,France
gianluca-gorini,Gianluca  Gorini,1970,74.0,184,Italy
englebert-opdebeeck,Englebert  Opdebeeck,1946,77.0,179,Belgium
piotr-ugrumov,Piotr  Ugrumov,1961,58.0,174,Latvia
daniil-fominykh,Daniil  Fominykh,1991,70.0,185,Kazakhstan
john-devine,John  Devine,1985,63.0,174,United States
marek-szerszynski,Marek  Szerszynski,1960,65.0,177,Poland
joost-posthuma,Joost  Posthuma,1981,76.0,189,Netherlands
ibai-salas,Ibai  Salas,1991,56.0,173,Spain
simone-cadamuro,Simone  Cadamuro,1976,78.0,185,Italy
ander-okamika,Ander  Okamika,1993,70.0,190,Spain
frederik-frison,Frederik  Frison,1992,84.0,193,Belgium
michael-albasini,Michael  Albasini,1980,65.0,172,Switzerland
christophe-masson,Christophe  Masson,1985,68.0,181,France
chris-sutton,Chris  Sutton,1984,67.0,176,Australia
kevin-de-weert,Kevin De Weert,1982,70.0,182,Belgium
hans-langerijs,Hans  Langerijs,1953,61.0,176,Netherlands
danny-pate,Danny  Pate,1979,73.0,185,United States
mike-terpstra,Mike  Terpstra,1987,64.0,189,Netherlands
jack-burke,Jack  Burke,1995,70.0,180,Canada
erminio-rizzi,Erminio  Rizzi,1958,66.0,176,Italy
jose-grande,José  Grande,1944,80.0,183,Spain
andreas-stokbro,Andreas  Stokbro,1997,70.0,183,Denmark
roberto-pagnin,Roberto  Pagnin,1962,74.0,178,Italy
gaetano-juliano,Gaetano  Juliano,1948,64.0,175,Italy
per-bausager,Per  Bausager,1956,74.0,187,Denmark
corne-van-rijen,Corné van Rijen,1966,74.0,184,Netherlands
filippo-meloni,Filippo  Meloni,1969,56.0,165,Italy
christian-poirier,Christian  Poirier,1954,68.0,181,France
olaf-ludwig,Olaf  Ludwig,1960,70.0,181,Germany
radoslaw-romanik,Radosław  Romanik,1967,62.0,167,Poland
gilles-delion,Gilles  Delion,1966,75.0,179,France
romain-bardet,Romain  Bardet,1990,65.0,185,France
ellis-rastelli,Ellis  Rastelli,1975,77.0,187,Italy
bradley-mcgee,Bradley  McGee,1976,72.0,182,Australia
fabricio-ferrari,Fabricio  Ferrari,1985,64.0,177,Uruguay
mirko-rossato,Mirko  Rossato,1968,67.0,180,Italy
thierry-elissalde,Thierry  Elissalde,1969,61.0,174,France
xavier-florencio,Xavier  Florencio,1979,59.0,173,Spain
matthew-riccitello,Matthew  Riccitello,2002,55.0,172,United States
julen-irizar,Julen  Irizar,1995,67.0,178,Spain
cedric-herve,Cédric  Hervé,1979,60.0,169,France
ivan-basso,Ivan  Basso,1977,70.0,182,Italy
juan-garcia2,Juan  García,1957,67.0,178,Spain
juan-martin-ocana,Juan Martin  Ocana,1958,63.0,176,Spain
richard-trinkler,Richard  Trinkler,1950,67.0,176,Switzerland
rudy-bormans,Rudy  Bormans,1959,67.0,176,Belgium
cees-koeken,Cees  Koeken,1948,74.0,191,Netherlands
paniego-fuentes,Ángel  Fuentes,1996,77.0,190,Spain
christoph-gohring,Christoph  Gohring,1973,60.0,176,Switzerland
florian-vermeersch,Florian  Vermeersch,1999,85.0,193,Belgium
mikel-astarloza,Mikel  Astarloza,1979,72.0,185,Spain
hans-vonk,Hans  Vonk,1959,65.0,181,Netherlands
theo-appeldoorn,Theo  Appeldoorn,1959,62.0,172,Netherlands
conor-dunne,Conor  Dunne,1992,71.0,184,Ireland
markus-zberg,Markus  Zberg,1974,69.0,179,Switzerland
fredrik-ludvigsson,Fredrik  Ludvigsson,1994,71.0,189,Sweden
alessandro-bertuola,Alessandro  Bertuola,1979,61.0,178,Italy
dante-coccolo,Dante  Coccolo,1954,69.0,180,France
august-herijgers,August  Herijgers,1950,64.0,175,Belgium
michel-zanoli,Michel  Zanoli,1968,67.0,184,Netherlands
roland-vogeli,Roland  Vogeli,1959,69.0,182,Switzerland
frank-hoste,Frank  Hoste,1955,76.0,185,Belgium
barry-hoban,Barry  Hoban,1940,73.0,183,Great Britain
maxim-rudenko,Maxim  Rudenko,1979,66.0,182,Ukraine
willy-van-neste,Willy Van Neste,1944,79.0,189,Belgium
michael-lange,Michael  Lange,1983,74.0,192,United States
ion-del-rio,Ion Del Rio,1978,61.0,180,Spain
julien-delocht,Julien  Delocht,1942,68.0,178,Belgium
chris-anker-sorensen,Chris Anker  Sørensen,1984,64.0,185,Denmark
frederic-pontier,Frederic  Pontier,1970,70.0,183,France
eddy-goossens,Eddy  Goossens,1946,67.0,181,Belgium
ivan-ivanov,Ivan  Ivanov,1960,69.0,178,Russia
marco-bernal,Marco  Bernal,1962,64.0,175,Colombia
daniele-galli,Daniele  Galli,1975,70.0,185,Italy
egoitz-garcia,Egoitz  García,1986,70.0,180,Spain
garikoitz-bravo,Garikoitz  Bravo,1989,61.0,174,Spain
philippe-martinez,Philippe  Martinez,1958,71.0,178,France
gerhard-schonbacher,Gerhard  Schönbacher,1954,72.0,184,Austria
gerben-lowik,Gerben  Löwik,1977,72.0,188,Netherlands
romes-gainetdinov,Romes  Gainetdinov,1967,66.0,182,Russia
giuseppe-di-fresco,Giuseppe Di Fresco,1973,66.0,177,Italy
romain-sicard,Romain  Sicard,1988,63.0,179,France
sean-way,Sean  Way,1967,64.0,173,Canada
daniel-hirs,Daniel  Hirs,1965,81.0,194,Switzerland
attilio-viviani,Attilio  Viviani,1996,69.0,174,Italy
carter-jones,Carter  Jones,1989,64.0,183,United States
francesco-romano,Francesco  Romano,1997,79.5,190,Italy
ronan-van-zandbeek,Ronan van Zandbeek,1988,72.0,184,Netherlands
jordi-simon,Jordi  Simón,1990,64.0,177,Spain
harry-sweeny,Harry  Sweeny,1998,75.0,186,Australia
gleb-brussenskiy,Gleb  Brussenskiy,2000,64.0,178,Kazakhstan
amaro-manuel-antunes,Amaro  Antunes,1990,58.0,173,Portugal
manuel-luis-campos-abreu,Manuel Luis Campos  Abreu,1963,68.0,178,Portugal
reto-bergmann,Reto  Bergmann,1976,68.0,183,Switzerland
vicente-belda,Vicente  Belda,1954,62.0,172,Spain
daniel-freitas,Daniel  Freitas,1991,64.0,171,Portugal
giovanni-lonardi,Giovanni  Lonardi,1996,70.0,180,Italy
michael-rasmussen,Michael  Rasmussen,1974,58.0,174,Denmark
jelle-nijdam,Jelle  Nijdam,1963,70.0,183,Netherlands
daniel-munoz,Daniel  Muñoz,1996,57.0,174,Colombia
jose-antonio-borja,Jose Antonio  Borja,1964,61.0,171,Spain
eric-leman,Eric  Leman,1946,67.0,175,Belgium
jose-luis-santamaria,José Luis  Santamaria,1968,78.0,183,Spain
santiago-umba,Santiago  Umba,2002,58.0,170,Colombia
ryan-cox,Ryan  Cox,1979,62.0,177,South Africa
denis-bondarenko,Denis  Bondarenko,1978,70.0,176,Russia
timo-roosen,Timo  Roosen,1993,78.0,193,Netherlands
paul-wellens,Paul  Wellens,1952,64.0,173,Belgium
ivan-rovny,Ivan  Rovny,1987,62.0,173,Russia
serhiy-honchar,Serhiy  Honchar,1970,67.0,177,Ukraine
romain-furniere,Romain  Furniere,1943,77.0,193,Belgium
jarno-van-mingeroet,Jarno Van Mingeroet,1977,71.0,184,Belgium
leif-mortensen,Leif  Mortensen,1946,70.0,180,Denmark
alexander-edmondson,Alex  Edmondson,1993,75.0,183,Australia
alex-molenaar,Alex  Molenaar,1999,63.0,184,Netherlands
johnny-hoogerland,Johnny  Hoogerland,1983,65.0,179,Netherlands
endrio-leoni,Endrio  Leoni,1968,74.0,175,Italy
jose-luis-san-jose-amo,José Luis  San José,1954,67.0,180,Spain
alexander-kristoff,Alexander  Kristoff,1987,78.0,183,Norway
jonathan-vaughters,Jonathan  Vaughters,1973,64.0,170,United States
bram-tankink,Bram  Tankink,1978,71.0,181,Netherlands
franck-boucanville,Franck  Boucanville,1966,69.0,180,France
brian-jolly,Brian  Jolly,1946,76.0,180,Great Britain
nick-dougall,Nic  Dougall,1992,72.0,192,South Africa
roberto-laiseka-jaio,Roberto  Laiseka,1969,63.0,184,Spain
giovanni-strazzer,Giovanni  Strazzer,1965,60.0,176,Italy
stefan-denifl,Stefan  Denifl,1987,65.0,179,Austria
david-garcia-marquina,David  García,1970,72.0,188,Spain
edward-irl-dunbar,Eddie  Dunbar,1996,57.0,170,Ireland
rene-grelin,René  Grelin,1942,70.0,191,France
alessandro-cortinovis,Alessandro  Cortinovis,1977,68.0,182,Italy
karel-vacek,Karel  Vacek,2000,60.0,178,Czech Republic
marc-sarreau,Marc  Sarreau,1993,76.0,182,France
oscar-rodriguez,Óscar  Rodríguez,1995,63.0,179,Spain
itamar-einhorn,Itamar  Einhorn,1997,72.0,172,Israel
heinz-imboden,Heinz  Imboden,1962,70.0,178,Switzerland
franck-pencole,Franck  Pencolé,1976,74.0,184,France
alexander-efimkin,Alexander  Efimkin,1981,70.0,182,Russia
pedro-diaz-lobato,Pedro  Díaz,1973,67.0,179,Spain
faustino-cueli,Faustino  Cueli,1957,59.0,167,Spain
samuel-cabrera,Samuel  Cabrera,1960,62.0,172,Colombia
robbe-ghys,Robbe  Ghys,1997,72.0,182,Belgium
jan-hirt,Jan  Hirt,1991,62.0,181,Czech Republic
david-mckenzie,David  McKenzie,1974,71.0,184,Australia
ian-mckissick,Ian  McKissick,1980,68.0,178,United States
jay-vine,Jay  Vine,1995,69.0,184,Australia
fabio-negri,Fabio  Negri,1982,79.0,188,Italy
mikael-holst-kyneb,Mikael  Holst Kyneb,1972,60.0,171,Denmark
rolf-wolfshohl,Rolf  Wolfshohl,1938,63.0,170,Germany
lucas-eriksson,Lucas  Eriksson,1996,64.0,180,Sweden
jacky-durand,Jacky  Durand,1967,76.0,186,France
mark-renshaw,Mark  Renshaw,1982,74.0,179,Australia
gianni-vermeersch,Gianni  Vermeersch,1992,68.0,173,Belgium
remy-di-gregorio,Rémy Di Grégorio,1985,67.0,180,France
israel-corredor-fonseca,Israel  Corredor,1959,78.0,178,Colombia
jan-schaffrath,Jan  Schaffrath,1971,74.0,187,Germany
mattia-frapporti,Mattia  Frapporti,1994,74.0,182,Italy
gottfried-gody-schmutz,Gottfried  Schmutz,1954,78.0,186,Switzerland
vittorio-algeri,Vittorio  Algeri,1953,68.0,174,Italy
johannes-frohlinger,Johannes  Fröhlinger,1985,62.0,173,Germany
thierry-bock,Thierry  Bock,1966,67.0,180,Belgium
stefano-cortinovis,Stefano  Cortinovis,1968,70.0,173,Italy
vicente-reynes,Vicente  Reynés,1981,69.0,175,Spain
ermanno-brignoli,Ermanno  Brignoli,1969,78.0,187,Italy
enrique-guerrikagoitia,Enrique  Guerrikagoitia,1967,59.0,173,Spain
lorenzo-rota,Lorenzo  Rota,1995,62.0,173,Italy
rene-van-gils,René Van Gils,1954,75.0,182,Belgium
chris-horner,Chris  Horner,1971,70.0,180,United States
gert-jakobs,Gert  Jakobs,1964,73.0,177,Netherlands
pascal-hungerbuhler,Pascal  Hungerbühler,1977,70.0,179,Switzerland
giuliano-pavanello,Giuliano  Pavanello,1961,67.0,177,Italy
edward-beltran,Edward  Beltrán,1990,59.0,173,Colombia
ettore-pastorelli,Ettore  Pastorelli,1966,62.0,167,Italy
german-martin,Germán  Martín,1948,64.0,170,Spain
filip-cottenies,Filip  Cottenies,1962,75.0,187,Belgium
andrea-noe,Andrea  Noè,1969,65.0,178,Italy
nico-mattan,Nico  Mattan,1971,69.0,181,Belgium
elias-schmaeh,Elias  Schmäh,1986,78.0,183,Switzerland
eddy-cael,Eddy  Cael,1945,74.0,187,Belgium
pieter-vanspeybrouck,Pieter  Vanspeybrouck,1987,76.0,186,Belgium
joshua-tarling,Joshua  Tarling,2004,78.0,194,Great Britain
david-lozano,David  Lozano,1988,63.0,178,Spain
leon-van-bon,Léon van Bon,1972,72.0,176,Netherlands
andrea-moletta,Andrea  Moletta,1979,70.0,185,Italy
sigfrido-fontanelli,Sigfrido  Fontanelli,1947,75.0,191,Italy
michael-themann,Michael  Themann,1970,82.0,191,Switzerland
jerome-simon,Jérôme  Simon,1960,76.0,181,France
siegfried-hekimi,Siegfried  Hekimi,1956,65.0,175,Switzerland
allan-davis,Allan  Davis,1980,73.0,172,Australia
dirk-heirweg,Dirk  Heirweg,1955,73.0,180,Belgium
stepan-kurianov,Stepan  Kurianov,1996,74.0,183,Russia
marc-van-geel,Marc Van Geel,1959,66.0,178,Belgium
mario-costa,Mário  Costa,1985,62.0,172,Portugal
vladimir-gusev,Vladimir  Gusev,1982,67.0,176,Russia
filippo-casagrande,Filippo  Casagrande,1973,63.0,165,Italy
jean-paul-van-poppel,Jean-Paul van Poppel,1962,78.0,186,Netherlands
ralf-grabsch,Ralf  Grabsch,1973,81.0,185,Germany
fabio-balzi,Fabio  Balzi,1971,72.0,185,Italy
damien-touze,Damien  Touzé,1996,69.0,174,France
